Charge_in_mAh,Current,Voltage,Temperature
35.4922,0.661,4.9876,24.4376
35.4922,0.6622,4.9876,24.4376
35.4922,0.6604,4.9876,24.4376
35.4922,0.6598,4.9872,24.4376
35.4922,0.6616,4.9876,24.4376
36.7148,0.6616,4.9876,24.4376
36.7148,0.6616,4.9872,24.4376
36.7148,0.6598,4.9876,24.4376
36.7148,0.6587,4.9883,24.4376
36.7148,0.6587,4.9879,24.4376
36.7148,0.6569,4.9886,24.4376
36.7148,0.6575,4.989,24.4376
36.7148,0.6569,4.9886,24.4376
36.7148,0.6545,4.9894,24.4376
37.9414,0.6522,4.9901,24.4376
37.9414,0.6528,4.9894,24.4376
37.9414,0.6522,4.9897,24.4376
37.9414,0.6528,4.9894,24.4376
37.9414,0.651,4.9897,24.4376
37.9414,0.651,4.9901,24.4376
37.9414,0.6516,4.9901,24.4376
37.9414,0.6504,4.9901,24.4376
37.9414,0.6499,4.9901,24.4376
39.1641,0.6504,4.9904,24.6866
39.1641,0.6493,4.9904,24.4376
39.1641,0.6504,4.9904,24.6866
39.1641,0.6516,4.9901,24.6866
39.1641,0.6522,4.9897,24.6866
39.1641,0.6522,4.9901,24.6866
39.1641,0.6504,4.9901,24.6866
39.1641,0.651,4.9901,24.6866
39.1641,0.6504,4.9901,24.6866
40.3906,0.651,4.9904,24.6866
40.3906,0.6516,4.9901,24.6866
40.3906,0.651,4.9897,24.6866
40.3906,0.6504,4.9901,24.6866
40.3906,0.6504,4.9901,24.6866
40.3906,0.6522,4.9904,24.6866
40.3906,0.6516,4.9901,24.6866
40.3906,0.6522,4.9897,24.6866
40.3906,0.6516,4.9904,24.6866
41.6172,0.6504,4.9904,24.6866
41.6172,0.651,4.9901,24.6866
41.6172,0.651,4.9901,24.6866
41.6172,0.651,4.9901,24.6866
41.6172,0.6516,4.9904,24.6866
41.6172,0.6499,4.9901,24.6866
41.6172,0.651,4.9904,24.6866
41.6172,0.651,4.9901,24.6866
41.6172,0.651,4.9904,24.6866
42.8359,0.651,4.9901,24.6866
42.8359,0.6528,4.9901,24.6866
42.8359,0.6516,4.9897,24.6866
42.8359,0.6528,4.9897,24.6866
42.8359,0.6534,4.9901,24.6866
42.8359,0.6522,4.9901,24.6866
42.8359,0.6522,4.9901,24.6866
42.8359,0.6522,4.9901,24.6866
42.8359,0.6528,4.9897,24.6866
44.0625,0.6528,4.9897,24.6866
44.0625,0.6528,4.9897,24.6866
44.0625,0.6534,4.9894,24.6866
44.0625,0.6545,4.9897,24.6866
44.0625,0.6545,4.9894,24.6866
44.0625,0.6551,4.989,24.6866
44.0625,0.6587,4.9883,24.6866
44.0625,0.6581,4.9886,24.6866
44.0625,0.6587,4.9883,24.6866
45.2851,0.6592,4.9879,24.6866
45.2851,0.6604,4.9872,24.6866
45.2851,0.6622,4.9872,24.6866
45.2851,0.6692,4.9858,24.6866
45.2851,0.6721,4.984,24.6866
45.2851,0.7225,4.9814,24.6866
45.2851,0.7184,4.975,24.6866
45.2851,0.7126,4.976,24.6866
45.2851,0.7049,4.9778,24.6866
46.5117,0.6645,4.9861,24.6866
46.5117,0.6639,4.9861,24.6866
46.5117,0.6633,4.9868,24.6866
46.5117,0.6622,4.9865,24.6866
46.5117,0.6616,4.9872,24.6866
46.5117,0.6598,4.9868,24.6866
46.5117,0.661,4.9868,24.6866
46.5117,0.6616,4.9872,24.6866
46.5117,0.6628,4.9872,24.6866
47.7344,0.6628,4.9865,24.6866
47.7344,0.6639,4.9865,24.6866
47.7344,0.6639,4.9861,24.6866
47.7344,0.6962,4.9796,24.6866
47.7344,0.6915,4.9804,24.6866
47.7344,0.692,4.9804,24.6866
47.7344,0.6909,4.9804,24.6866
47.7344,0.6604,4.9872,24.6866
47.7344,0.6581,4.9879,24.6866
48.957,0.6581,4.9876,24.6866
48.957,0.6622,4.9868,24.6866
48.957,0.6628,4.9865,24.9356
48.957,0.6616,4.9865,24.6866
48.957,0.6616,4.9872,24.9356
48.957,0.6622,4.9868,24.9356
48.957,0.6645,4.9858,24.9356
48.957,0.6745,4.9832,24.9356
50.1797,0.7038,4.9771,24.9356
50.1797,0.6967,4.9832,24.9356
50.1797,0.6633,4.9858,24.9356
50.1797,0.6633,4.9861,24.9356
50.1797,0.6628,4.9861,24.9356
50.1797,0.6633,4.9861,24.9356
50.1797,0.6639,4.9861,24.9356
50.1797,0.6657,4.9854,24.9356
50.1797,0.6698,4.9843,24.9356
51.4062,0.6692,4.984,24.9356
51.4062,0.7073,4.9768,24.9356
51.4062,0.668,4.9775,24.9356
51.4062,0.6674,4.9847,24.9356
51.4062,0.6657,4.9811,24.9356
51.4062,0.7014,4.985,24.9356
51.4062,0.6985,4.9786,24.9356
51.4062,0.6633,4.9865,24.9356
51.4062,0.6639,4.9861,24.9356
52.6328,0.6997,4.9782,24.9356
52.6328,0.6979,4.9858,24.9356
52.6328,0.661,4.9854,24.9356
52.6328,0.661,4.9861,24.9356
52.6328,0.6622,4.9861,24.9356
52.6328,0.6622,4.9861,24.9356
52.6328,0.6639,4.9858,24.9356
52.6328,0.6645,4.9854,24.9356
53.8555,0.6633,4.9858,24.9356
53.8555,0.702,4.9771,24.9356
53.8555,0.7003,4.9771,24.9356
53.8555,0.6979,4.9778,24.9356
53.8555,0.6645,4.9847,24.9356
53.8555,0.6639,4.985,24.9356
53.8555,0.6973,4.9782,24.9356
53.8555,0.6932,4.9786,24.9356
53.8555,0.6932,4.9786,24.9356
55.0742,0.6932,4.9786,24.9356
55.0742,0.6657,4.984,24.9356
55.0742,0.6938,4.9782,24.9356
55.0742,0.6885,4.9789,24.9356
55.0742,0.6897,4.9778,24.9356
55.0742,0.7272,4.9764,24.9356
55.0742,0.7272,4.9706,24.9356
55.0742,0.7213,4.9714,24.9356
56.3047,0.709,4.9735,24.9356
56.3047,0.6751,4.9796,24.9356
56.3047,0.6827,4.966,24.9356
56.3047,0.7337,4.9685,24.9356
56.3047,0.7583,4.9642,24.9356
56.3047,0.7829,4.957,24.9356
56.3047,0.7934,4.9534,24.9356
56.3047,0.7852,4.9552,24.9356
57.5234,0.7876,4.9541,24.9356
57.5234,0.7928,4.9526,24.9356
57.5234,0.794,4.9523,24.9356
57.5234,0.8022,4.9519,24.9356
57.5234,0.8122,4.9462,24.9356
57.5234,0.7981,4.9501,25.1846
57.5234,0.8051,4.9494,24.9356
57.5234,0.7987,4.9508,25.1846
58.75,0.7987,4.9512,25.1846
58.75,0.8046,4.949,25.1846
58.75,0.7975,4.9505,25.1846
58.75,0.7958,4.9512,25.1846
58.75,0.7993,4.9512,25.1846
58.75,0.801,4.9508,25.1846
58.75,0.8046,4.9494,25.1846
59.9726,0.7975,4.9519,25.1846
59.9726,0.7981,4.9516,25.1846
59.9726,0.7958,4.9523,25.1846
59.9726,0.7993,4.9516,25.1846
59.9726,0.8075,4.9501,25.1846
59.9726,0.7975,4.9526,25.1846
59.9726,0.7934,4.9534,25.1846
59.9726,0.7946,4.953,25.1846
61.1992,0.7946,4.9508,25.1846
61.1992,0.7946,4.9534,25.1846
61.1992,0.794,4.953,25.1846
61.1992,0.7928,4.9534,25.1846
61.1992,0.794,4.9534,25.1846
61.1992,0.8028,4.9508,25.1846
61.1992,0.794,4.9534,25.1846
62.418,0.7928,4.9534,25.1846
62.418,0.794,4.9534,25.1846
62.418,0.794,4.9534,25.1846
62.418,0.7922,4.9519,25.1846
62.418,0.7946,4.9516,25.1846
62.418,0.794,4.9537,25.1846
62.418,0.7934,4.9537,25.1846
63.6445,0.794,4.9537,25.1846
63.6445,0.8016,4.9516,25.1846
63.6445,0.794,4.9537,25.1846
63.6445,0.794,4.9534,25.1846
63.6445,0.794,4.9537,25.4337
63.6445,0.8016,4.953,25.4337
63.6445,0.8022,4.9516,25.4337
63.6445,0.794,4.9537,25.4337
64.8711,0.7928,4.9537,25.4337
64.8711,0.7934,4.9537,25.4337
64.8711,0.7952,4.9537,25.4337
64.8711,0.801,4.9516,25.4337
64.8711,0.7934,4.9541,25.4337
64.8711,0.7987,4.953,25.4337
64.8711,0.7975,4.9519,25.4337
66.0937,0.8057,4.9505,25.4337
66.0937,0.8163,4.948,25.4337
66.0937,0.811,4.948,25.4337
66.0937,0.8151,4.9487,25.4337
66.0937,0.8034,4.9498,25.4337
66.0937,0.8075,4.949,25.4337
66.0937,0.8051,4.9494,25.4337
67.3164,0.8128,4.9483,25.4337
67.3164,0.7958,4.9516,25.4337
67.3164,0.8063,4.9498,25.4337
67.3164,0.7952,4.9519,25.4337
67.3164,0.7969,4.9516,25.4337
67.3164,0.7987,4.9516,25.4337
67.3164,0.7981,4.9516,25.4337
67.3164,0.8186,4.9458,25.4337
68.5469,0.8151,4.9454,25.4337
68.5469,0.7975,4.9508,25.4337
68.5469,0.7975,4.9512,25.4337
68.5469,0.7987,4.9516,25.4337
68.5469,0.7975,4.9508,25.4337
68.5469,0.8063,4.9483,25.4337
68.5469,0.7946,4.9512,25.4337
69.7617,0.7911,4.9523,25.4337
69.7617,0.7899,4.9519,25.4337
69.7617,0.7887,4.9526,25.4337
69.7617,0.7975,4.9501,25.4337
69.7617,0.7899,4.9512,25.6827
69.7617,0.7876,4.9523,25.4337
69.7617,0.7881,4.9519,25.4337
69.7617,0.794,4.9516,25.4337
70.9883,0.7963,4.9498,25.4337
70.9883,0.7963,4.9498,25.6827
70.9883,0.7893,4.9516,25.6827
70.9883,0.787,4.9519,25.6827
70.9883,0.7881,4.9519,25.4337
70.9883,0.7963,4.9494,25.6827
70.9883,0.787,4.9516,25.6827
72.2148,0.7881,4.9519,25.6827
72.2148,0.787,4.9512,25.6827
72.2148,0.7952,4.949,25.6827
72.2148,0.787,4.9512,25.6827
72.2148,0.787,4.9516,25.6827
72.2148,0.787,4.9516,25.6827
72.2148,0.7858,4.9512,25.6827
72.2148,0.7946,4.9487,25.6827
73.4375,0.7852,4.9512,25.6827
73.4375,0.7852,4.9508,25.6827
